title,author,short_author,date,genre,tt,publisher,pubplace,extent,editor,pubdate,createdate,authordates,keywords,language,collection,gender,sourcenote,period,shrtcite,filename,filesize,philodocid
Atar-Gull,"Sue, Eugène, 1804-1857.",Sue,1831,roman,prose,"In Oeuvres Illustrees, T.1. Paris, Impr. Schneider, S.D.",,,,,1831,,,,,M,,,TLF,TLF.933.tei,359513,217
Plik et Plok,"Sue, Eugène, 1804-1857.",Sue,1831,roman,prose,,,,,1831,,,,Français,,M,,,ROM00235,ROM00235.tei,377965,218
La Salamandre,"Sue, Eugène, 1804-1857.",Sue,1832,roman,prose,,,,,1832,,,,Français,,M,,,ROM00230,ROM00230.tei,555284,238
La Vigie de Koat-Vën,"Sue, Eugène, 1804-1857.",Sue,1833,roman,prose,,,,,1833,,,,Français,,M,,,ROM00231,ROM00231.tei,1390668,266
Latréaumont,"Sue, Eugène, 1804-1857.",Sue,1837,roman,prose,,,,,1837,,,,Français,,M,,,ROM00232,ROM00232.tei,894118,344
Le Juif errant,"Sue, Eugène, 1804-1857.",Sue,1845,roman,prose,,,,,1845,,,,Français,,M,,,ROM00233,ROM00233.tei,3644303,538
Les vaines tendresses,"Sully Prudhomme, 1839-1907.",Prudhomme,1875,poesie,verse,"In Oeuvres. Poesies, T.2. Paris, Lemerre, 1884.",,,,1884,1875,,,,,M,,,TLF,TLF.1233.tei,105184,988
Notes sur Paris: vie et opinions de M. Frédéric-Thomas Graindorge,"Taine, Hippolyte, 1828-1893.",Taine,1867,memoires,prose,"Paris, Hachette, 1921.",,,,1921,1867,,,,,M,,,TLF,TLF.1185.tei,552567,887
Les origines de la France contemporaine. L'ancien régime,"Taine, Hippolyte, 1828-1893.",Taine,1875,traite,prose,Robert Laffont,Paris,,,1986,1875,,,,,M,Pagination does not correspond to the original edition.,,TaineOrigineT1Ancien,CSS.taine_origine_t1_ancien.tei,1198032,989
Les origines de la France contemporaine. La révolution&nbsp;: l'anarchie,"Taine, Hippolyte, 1828-1893.",Taine,1878,traite,prose,Robert Laffont,Paris,,,1986,1878,,,,,M,Pagination does not correspond to the original edition.,,TaineOrigineT2Anarchie,CSS.taine_origine_t2_anarchie.tei,1008052,1020
Les origines de la France contemporaine. La révolution&nbsp;: la conquête jacobine,"Taine, Hippolyte, 1828-1893.",Taine,1881,traite,prose,Robert Lafont,Paris,,,1986,1881,,,,,M,Pagination does not correspond to the original edition.,,TaineOrigineT3Conquete,CSS.taine_origine_t3_conquete.tei,1205855,1048
Les origines de la France contemporaine. La révolution&nbsp;: le gouvernement révolutionnaire,"Taine, Hippolyte, 1828-1893.",Taine,1884,traite,prose,Robert Lafont,Paris,,,1986,1884,,,,,M,Pagination does not correspond to the original edition.,,TaineOrigineT4GouvRev,CSS.taine_origine_t4_gouv_rev.tei,1623738,1094
Les origines de la France contemporaine. Le régime moderne,"Taine, Hippolyte, 1828-1893.",Taine,1890,traite,prose,Robert Lafont,Paris,,,1986,1890,,,,,M,Pagination does not correspond to the original edition.,,TaineOrigineT5Moderne,CSS.taine_origine_t5_moderne.tei,1782750,1196
La criminalité comparée,"Tarde, Gabriel, 1843-1904.",Tarde,1890,traite,prose,Alcan,Paris,,,1924,1890,,,,,M,Pagination does not correspond to the original edition.,,TardeCriminaliteComparee,CSS.tarde_criminalite_comparee.tei,466243,1197
La philosophie pénale [1],"Tarde, Gabriel, 1843-1904.",Tarde,1890,traite,prose,Cujas,Paris,,,1972,1890,,,,,M,Pagination does not correspond to the original edition.,,TardePhiloPenale1,CSS.tarde_philo_penale_1.tei,783107,1198
La philosophie pénale [2],"Tarde, Gabriel, 1843-1904.",Tarde,1890,traite,prose,Cujas,Paris,,,1972,1890,,,,,M,Pagination does not correspond to the original edition.,,TardePhiloPenale2,CSS.tarde_philo_penale_2.tei,746827,1199
Les lois de l'imitation,"Tarde, Gabriel, 1843-1904.",Tarde,1890,traite,prose,Kime,Paris,,,1993,1890,,,,,M,Pagination does not correspond to the original edition.,,TardeLoisImitation1,CSS.tarde_lois_imitation_1.tei,486270,1200
Les lois de l'imitation [2],"Tarde, Gabriel, 1843-1904.",Tarde,1890,traite,prose,Kime,Paris,,,1993,1890,,,,,M,Pagination does not correspond to the original edition.,,TardeLoisImitation2,CSS.tarde_lois_imitation_2.tei,502915,1201
Les transformations du droit. Étude sociologique,"Tarde, Gabriel, 1843-1904.",Tarde,1891,traite,prose,Berg,Paris,,,1994,1891,,,,,M,Pagination does not correspond to the original edition.,,TransformationDuDroit,CSS.transformation_du_droit.tei,532784,1214
ÉTUDES PÉNALES ET SOCIALES,"Tarde, Gabriel, 1843-1904.",Tarde,1892,traite,prose,Masson,Paris,,,1892,1892,,,,,M,Pagination does not correspond to the original edition.,,EtudesPenalesSociales,CSS.etudes_penales_sociales.tei,1035241,1226
La logique sociale [1],"Tarde, Gabriel, 1843-1904.",Tarde,1895,traite,prose,Alcan,Paris,,,1895,1895,,,,,M,Pagination does not correspond to the original edition.,,LogiqueSocialePart1,CSS.logique_sociale_part_1.tei,622217,1264
L'opposition universelle. Essai d'une théorie des contraires,"Tarde, Gabriel, 1843-1904.",Tarde,1897,traite,prose,Alcan,Paris,,,1897,1897,,,,,M,Pagination does not correspond to the original edition.,,OppositionUniverselle,CSS.Opposition_universelle.tei,829024,1291
La logique sociale [2],"Tarde, Gabriel, 1843-1904.",Tarde,1897,traite,prose,Alcan,Paris,,,1897,1897,,,,,M,Pagination does not correspond to the original edition.,,LogiqueSocialePart2,CSS.logique_sociale_part_2.tei,629358,1292
Les lois sociales. Esquisse d'une sociologie,"Tarde, Gabriel, 1843-1904.",Tarde,1898,traite,prose,Alcan,Paris,,,1898,1898,,,,,M,Pagination does not correspond to the original edition.,,LesLoisSociales,CSS.les_lois_sociales.tei,215090,1306
Le mariage de Gérard,"Theuriet, André, 1833-1907.",Theuriet,1875,roman,prose,"Paris, Charpentier et Fasquelle, 1895.",,,,1895,1875,,,,,M,,,TLF,TLF.1234.tei,316422,990
La maison des deux Barbeaux,"Theuriet, André, 1833-1907.",Theuriet,1879,roman,prose,"Paris, A. Lemerre, 1891.",,,,1891,1879,,,,,M,,,TLF,TLF.1257.tei,212480,1031
Récits des temps mérovingiens: précédés de considérations sur l'histoire de France,"Thierry, Augustin, 1795-1856.",Thierry,1840,traiteessai,prose,"Paris, Tessier, 1840.",,,,1840,1840,,,,,M,,,TLF,TLF.1045.tei,518651,405
Belle-Plante et Cornélius,"Tillier, Claude, 1801-1844.",Tillier,1841,roman,prose,,,,,1841,,,,Français,,M,,,ROM00237,ROM00237.tei,378004,413
Mon Oncle Benjamin,"Tillier, Claude, 1801-1844.",Tillier,1843,roman,prose,,,,,1843,,,,Français,,M,,,ROM00238,ROM00238.tei,464514,482
Correspondance d'Alexis de Tocqueville et d'Arthur de Gobineau,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1859,correspondance,prose,"Ed. M. Degros. Paris, Gallimard, 1959.",,,,1959,1859,,,,,M,,,TLF,TLF.1144.tei,184728,784
Correspondence avec H. Reeve,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1859,correspondance,prose,"In Corresp. Angl., Ed. J.P. Mayer et G.Rudler. Paris, Gallimard, 1954.",,,,1954,1859,,,,,M,,,TLF,TLF.1145.tei,386136,785
De la démocratie en Amérique I [1],"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1835,traite,prose,Gallimard,Paris,,,1992,1835,,,,,M,Pagination does not correspond to the original edition.,,DemocratieT11,CSS.democratie_t1_1.tei,477734,311
De la démocratie en Amérique I [2],"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1835,traite,prose,Gallimard,Paris,,,1992,1835,,,,,M,Pagination does not correspond to the original edition.,,DemocratieT12,CSS.democratie_t1_2.tei,718943,312
Mémoire sur le paupérisme,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1835,traite,prose,,Cherbourg,,,1835,1835,,,,,M,"Mémoire présenté à la Société académique cherbourgeoise et publié en 1835 par celle-ci dans les Mémoires de la Société académique de Cherbourg, 1835, pp. 293-344. Pagination does not correspond to the original edition.",,MemoirePauperisme1,CSS.memoire_pauperisme_1.tei,65594,313
Deuxième lettre sur l'Algérie,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1837,traite,prose,,Paris,,,1837,1837,,,,,M,Pagination does not correspond to the original edition.,,LettreSurAlgerie,CSS.lettre_sur_algerie.tei,37434,345
Second mémoire sur le paupérisme,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1837,traite,prose,,Paris,,,1837,1837,,,,,M,"Mémoire écrit en 1837 au moment où l'auteur allait se présenter, pour la première fois, aux législatives dans la circonscription de Valognes. Mémoire inachevé et non publié. Pagination does not correspond to the original edition.",,MemoirePauperisme2,CSS.memoire_pauperisme_2.tei,42592,346
De la démocratie en Amérique II [1],"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1840,traite,prose,Gallimard,Paris,,,1992,1840,,,,,M,Pagination does not correspond to the original edition.,,DemocratieT21,CSS.democratie_t2_1.tei,373944,406
De la démocratie en Amérique II [2],"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1840,traite,prose,Gallimard,Paris,,,1992,1840,,,,,M,Pagination does not correspond to the original edition.,,DemocratieT22,CSS.democratie_t2_2.tei,414453,407
Travail sur l'Algérie,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1841,traite,prose,,Paris,,,,1841,,,,,M,Appears to be extracted from Tocqueville's L'Ancien régime et la Révolution (1857). Pagination does not correspond to the original edition.,,TravailSurAlgerie,CSS.travail_sur_algerie.tei,177975,414
Premier rapport des travaux parlementaires de Tocqueville sur l'Algérie,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1847,traite,prose,,Paris,,,1847,1847,,,,,M,Appears to be extracted from Tocqueville's L'Ancien régime et la Révolution (1857). Pagination does not correspond to the original edition.,,RapportSurAlgerie,CSS.rapport_sur_algerie.tei,56064,611
Notes sur le Coran et autres textes sur les religions,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1859,traite,prose,,Paris,,,,1859,,,,,M,Pagination does not correspond to the original edition.,,TocquevilleNotesCoran,CSS.tocqueville_notes_coran.tei,321491,786
Tocqueville au Bas-Canada,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1859,traite,prose,Éditions du Jour,Paris,,,1973,1859,,,,,M,Pagination does not correspond to the original edition.,,CSS,CSS.tocqueville_au_bas_canada.tei,417886,787
L'ancien régime et la révolution,"Tocqueville, Alexis de, 1805-1859.",Tocqueville,1856,traiteessai,prose,"Ed. J. P. Mayer. Paris, Gallimard, 1964.",,,,1964,1856,,,,,M,,,TLF,TLF.1121.tei,502539,736
Nouvelles genevoises,"Töpffer, Rodolphe, 1799-1846.",Töpffer,1839,roman,prose,"Paris, Charpentier, 1846.",,,,1846,1839,,,,,M,,,TLF,TLF.1028.tei,777435,384
"Le tour de France: État actuel de la classe ouvrière sous l'aspect moral, intellectuel et matériel I","Tristan, Flora, 1803-1844.",Tristan,1843,recitvoyage,prose,"Paris: François Maspero, 1980",,,,,1843,,,,,F,,,FWW,FWW.tristan.tour1.tei,389175,483
"Le Tour de France: État actuel de la classe ouvrière sous l'aspect moral, intellectuel et matériel II","Tristan, Flora, 1803-1844.",Tristan,1843,recitvoyage,prose,"Paris: François Maspero, 1980",,,,,1843,,,,,F,,,FWW,FWW.tristan.tour2.tei,429714,484
Méphis (tome 1),"Tristan, Flora, 1803-1844.",Tristan,1838,roman,prose,"Éd. Pascale Hustache. Paris: Côté-femmes, 1996",,,,,1838,,,,,F,,,FWW,FWW.tristan.mephis1.tei,375439,364
Méphis (tome 2),"Tristan, Flora, 1803-1844.",Tristan,1838,roman,prose,"Éd. Pascale Hustache. Paris: Côté-femmes, 1997",,,,,1838,,,,,F,,,FWW,FWW.tristan.mephis2.tei,277469,365
Nécessité de faire un bon accueil aux femmes étrangères,"Tristan, Flora, 1803-1844.",Tristan,1835,traiteessai,prose,"Éd. Denys Cuche. Paris: Harmattan, 1988.",,,,,1835,,,,,F,,,FWW,FWW.tristan.necessite.tei,62861,314
Union ouvrière,"Tristan, Flora, 1803-1844.",Tristan,1844,traiteessai,prose,"Paris: Des femmes, 1986.",,,,,1844,,,,,F,,,FWW,FWW.tristan.union.tei,338180,511
[L' ]Enfant,"Vallès, Jules, 1832-1885.",Vallès,1879,indefini,prose,,,,,1879,,,,Français,,M,,,RRN00247,RRN00247.tei,534286,1032
[Le] Bachelier,"Vallès, Jules, 1832-1885.",Vallès,1881,indefini,prose,,,,,1881,,,,Français,,M,,,RRN00249,RRN00249.tei,621560,1049
[L' ]Insurgé,"Vallès, Jules, 1832-1885.",Vallès,1886,indefini,prose,,,,,1886,,,,Français,,M,,,RRN00248,RRN00248.tei,431519,1136
Les villes tentaculaires,"Verhaeren, Emile, 1855-1916.",Verhaeren,1895,poesie,verse,"Paris, Mercure de France, 1913.",,,,1913,1895,,,,,M,,,TLF,TLF.1339.tei,145506,1265
Poèmes saturniens,"Verlaine, Paul, 1844-1896.",Verlaine,1866,poesie,verse,"Ed. Y. G. le Dantec et J. Borel. Paris, Gallimard, 1962.",,,,1962,1866,,,,,M,,,TLF,TLF.1180.tei,65952,876
Fêtes galantes,"Verlaine, Paul, 1844-1896.",Verlaine,1869,poesie,verse,Editions Meissen,Paris,,J. Robichez,1995,1869,,,Français,,M,,,POE-118,POE-118.tei,21474,919
La Bonne Chanson,"Verlaine, Paul, 1844-1896.",Verlaine,1870,poesie,verse,Editions Meissen,Paris,,J. Robichez,1995,1870,,,Français,,M,,,POE-127,POE-127.tei,40729,927
Romances sans paroles,"Verlaine, Paul, 1844-1896.",Verlaine,1874,poesie,verse,Editions Meissen,Paris,,J. Robichez,1995,1874,,,Français,,M,,,POE-125,POE-125.tei,23681,979
Sagesse,"Verlaine, Paul, 1844-1896.",Verlaine,1880,poesie,verse,Editions Meissen,Paris,,J. Robichez,1995,1880,,,Français,,M,,,POE-126,POE-126.tei,81724,1038
Jadis et naguère,"Verlaine, Paul, 1844-1896.",Verlaine,1884,poesie,verse,Editions Meissen,Paris,,J. Robichez,1995,1884,,,Français,,M,,,POE-120,POE-120.tei,125752,1095
Amour,"Verlaine, Paul, 1844-1896.",Verlaine,1888,poesie,verse,Editions Meissen,Paris,,J. Robichez,1995,1888,,,Français,,M,,,POE-110,POE-110.tei,99477,1165
Parallèlement,"Verlaine, Paul, 1844-1896.",Verlaine,1889,poesie,verse,Editions Meissen,Paris,,J. Robichez,1995,1889,,,Français,,M,,,POE-123,POE-123.tei,58581,1176
Ballades et épigrammes,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-111,POE-111.tei,45556,1321
Bohneur,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-112,POE-112.tei,83036,1322
Chair,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-113,POE-113.tei,17419,1323
Chansons pour elle,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-114,POE-114.tei,27063,1324
Dans les Limbes,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-115,POE-115.tei,26078,1325
Dédicaces,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-116,POE-116.tei,95110,1326
Elégies,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-117,POE-117.tei,50450,1327
Invectives,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-119,POE-119.tei,87683,1328
Liturgies intimes,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-121,POE-121.tei,33187,1329
Odes en son honneur,"Verlaine, Paul, 1844-1896.",Verlaine,1899,poesie,verse,Vanier,Paris,,,1899,1899,,,Français,,M,,,POE-122,POE-122.tei,31402,1330
Les forceurs de blocus,"Verne, Jules, 1828-1905",Verne,1871,roman,prose,ABU data file,Paris,,,2007,1871,,,,,M,Pagination does not correspond to the original edition.,,forceursl,ABU.forceurs.tei,121470,933
De la terre à la lune,"Verne, Jules, 1828-1905.",Verne,1865,roman,prose,ABU data file,Paris,,,2007,1865,,,,,M,Pagination does not correspond to the original edition.,,terrelunel,ABU.terrelune.tei,357275,866
Les enfants du capit. Grant,"Verne, Jules, 1828-1905.",Verne,1868,roman,prose,"Paris, Hachette, 1930.",,,,1930,1868,,,,,M,,,TLF,TLF.1188.tei,1443034,895
Le tour du monde en 80 jours,"Verne, Jules, 1828-1905.",Verne,1873,roman,prose,"Paris, Hetzel, S.D.",,,,,1873,,,,,M,,,TLF,TLF.1220.tei,495717,962
L'île mystérieuse,"Verne, Jules, 1828-1905.",Verne,1874,roman,prose,"Paris, Hetzel, S.D.",,,,,1874,,,,,M,,,TLF,TLF.1229.tei,1416982,980
500 millions de la Bégum / J. Verne.,"Verne, Jules, 1828-1905.",Verne,1879,roman,prose,"Paris, Hachette, 1929.",,,,1929,1879,,,,,M,,,TLF,TLF.1258.tei,362982,1033
Robur le Conquérant,"Verne, Jules, 1828-1905.",Verne,1886,roman,prose,ABU data file,Paris,,,2007,1886,,,,,M,Pagination does not correspond to the original edition.,,roburl,ABU.robur.tei,382567,1137
Vingt mille lieues sous les mers ,"Verne, Jules, 1828-1905.",Verne,1870,roman,prose,Hetzel (J.) et C,Paris ,,,éd. 1870),1870,,,,,M,,,vernr02,vernr02.tei,1019590,928
"Les Révoltés de la ""Bounty""","Verne, Jules, 1828-1905.",Verne,1879,traite,prose,ABU data file,Paris,,,2007,1879,,,,,M,Pagination does not correspond to the original edition.,,bountyl,ABU.bounty.tei,45738,1034
Lettre à Lord,"Vigny, Alfred de, 1797-1863.",Vigny,1829,melangeslitteraires,prose,"In Theatre Complet. Paris, Calmann-Levy, 1879.",,,,1879,1829,,,,,M,,,TLF,TLF.918.tei,52574,182
Le journal d'un poète,"Vigny, Alfred de, 1797-1863.",Vigny,1863,memoires,prose,"In Oeuv. Compl., Ed. F. Baldensperger, T.2. Paris, Gallimard, 1948.",,,,1948,1863,,,,,M,,,TLF,TLF.1162.tei,1003391,837
Mémoires inédits: fragments et projets,"Vigny, Alfred de, 1797-1863.",Vigny,1863,memoires,prose,"Ed. J. Sangnier. Paris, Gallimard, 1959.",,,,1959,1863,,,,,M,,,TLF,TLF.1163.tei,381347,839
Poèmes antiques et modernes,"Vigny, Alfred de, 1797-1863.",Vigny,1837,poesie,verse,"Ed. E. Esteve. Paris, Hachette, 1914.",,,,1914,1837,,,,,M,,,TLF,TLF.1012.tei,212945,347
Les destinées,"Vigny, Alfred de, 1797-1863.",Vigny,1863,poesie,verse,"Ed. V. L. Saulnier. Geneve, Droz, 1961.",,,,1961,1863,,,,,M,,,TLF,TLF.1161.tei,106543,838
Cinq-Mars,"Vigny, Alfred de, 1797-1863.",Vigny,1826,roman,prose,,,,,1826,,,,Français,,M,,,ROM00239,ROM00239.tei,820692,162
L' Alméh,"Vigny, Alfred de, 1797-1863.",Vigny,1831,roman,prose,,,,,1831,,,,Français,,M,,,ROM00241,ROM00241.tei,101114,219
Stello,"Vigny, Alfred de, 1797-1863.",Vigny,1832,roman,prose,,,,,1832,,,,Français,,M,,,ROM00243,ROM00243.tei,414063,239
Servitude et grandeur militaires,"Vigny, Alfred de, 1797-1863.",Vigny,1835,roman,prose,"Ed. F. Germain. Paris, Garnier, 1965.",,,,1965,1835,,,,,M,,,TLF,TLF.995.tei,376476,316
Chatterton,"Vigny, Alfred de, 1797-1863.",Vigny,1835,theatre,prose,"In Oeuv. Compl., Ed. F. Baldensperger, T.2. Paris, L. Conard, 1927.",,,,1927,1835,,,,,M,,,TLF,TLF.996.tei,167615,315
Réflexions sur verité dans art,"Vigny, Alfred de, 1797-1863.",Vigny,1829,traiteessai,prose,"In Oeuv. Compl., Ed. F. Baldensperger, T.3. Paris, Conard, 1914-1922.",,,,1914,1829,,,,,M,,,TLF,TLF.919.tei,20385,183
Correspondance,"Villiers de L'Isle-Adam, Auguste, comte de, 1838-1889.",Villiers,1889,correspondance,prose,"Paris, Mercure de France, 1962.",,,,1962,1889,,,,,M,,,TLF,TLF.1308.tei,534893,1177
Contes cruels,"Villiers de L'Isle-Adam, Auguste, comte de, 1838-1889.",Villiers,1883,roman,prose,"Paris, Mercure de France, 1922.",,,,1922,1883,,,,,M,,,TLF,TLF.1276.tei,523987,1080
Les morts qui parlent,"Vogüé, Eugène-Melchior, vicomte de, 1848-1910.",Vogüé,1899,roman,prose,"Paris, Nelson, 1910.",,,,1910,1899,,,,,M,,,TLF,TLF.1365.tei,713035,1331
Tableau du climat et du sol des Etats-Unis,"Volney, Constantin-François",Volney,1803,indefini,prose,,,,,1803,,,,,,M,,,CP-448,CP-448.tei,527070,30
Lourdes,"Zola, Emile, 1840-1902.",Zola,1894,indefini,prose,,,,,1894,,,,Français,,M,,,RRN00253,RRN00253.tei,1145836,1255
Rome,"Zola, Emile, 1840-1902.",Zola,1896,indefini,prose,,,,,1896,,,,Français,,M,,,RRN00258,RRN00258.tei,1529675,1275
Paris,"Zola, Emile, 1840-1902.",Zola,1898,indefini,prose,,,,,1898,,,,Français,,M,,,RRN00256,RRN00256.tei,1165160,1307
Fécondité,"Zola, Emile, 1840-1902.",Zola,1899,indefini,prose,,,,,1899,,,,Français,,M,,,RRN00251,RRN00251.tei,1435938,1332
[La] Confession de Claude,"Zola, Emile, 1840-1902.",Zola,1865,roman,prose,,,,,1865,,,,Français,,M,,,RRN00268,RRN00268.tei,303626,867
[Le] Voeu d' une morte,"Zola, Emile, 1840-1902.",Zola,1866,roman,prose,,,,,1866,,,,Français,,M,,,RRN00279,RRN00279.tei,256255,877
Thérèse Raquin,"Zola, Emile, 1840-1902.",Zola,1867,roman,prose,"In Oeuvres Completes, Ed. M. le Blond, T.34. Paris, Bernouard, 1928.",,,,1928,1867,,,,,M,,,TLF,TLF.1186.tei,454627,888
[Les] Mystères de Marseille,"Zola, Emile, 1840-1902.",Zola,1867,roman,prose,,,,,1867,,,,Français,,M,,,RRN00280,RRN00280.tei,831553,889
Madeleine Férat,"Zola, Emile, 1840-1902.",Zola,1868,roman,prose,"In Oeuvres Completes, Ed. M. le Blond, T.34. Paris, Bernouard, 1928.",,,,1928,1868,,,,,M,,,TLF,TLF.1189.tei,673342,896
La fortune des Rougon,"Zola, Emile, 1840-1902.",Zola,1871,roman,prose,"In Roug.-Macq., Ed. A. Lanoux, H. Mitterand, T.1. Paris, Gallimard, 1963.",,,,1963,1871,,,,,M,,,TLF,TLF.1208.tei,819564,934
La curée,"Zola, Emile, 1840-1902.",Zola,1872,roman,prose,"In Roug.-Macq., Ed. A. Lanoux, H. Mitterand, T.1. Paris, Gallimard, 1963.",,,,1963,1872,,,,,M,,,TLF,TLF.1215.tei,719091,949
Le ventre de Paris,"Zola, Emile, 1840-1902.",Zola,1873,roman,prose,"In Roug.-Macq., Ed. A. Lanoux, H. Mitterand, T.1. Paris, Gallimard, 1963.",,,,1963,1873,,,,,M,,,TLF,TLF.1221.tei,752675,963
La conquête de Plassans,"Zola, Emile, 1840-1902.",Zola,1874,roman,prose,"In Roug.-Macq., Ed. A. Lanoux, H. Mitterand, T.1. Paris, Gallimard, 1963.",,,,1963,1874,,,,,M,,,TLF,TLF.1230.tei,787287,981
La faute de l'abbé Mouret,"Zola, Emile, 1840-1902.",Zola,1875,roman,prose,"In Roug.-Macq., Ed. A. Lanoux, H. Mitterand, T.1. Paris, Gallimard, 1963.",,,,1963,1875,,,,,M,,,TLF,TLF.1235.tei,786147,991
Son excellence E. Rougon,"Zola, Emile, 1840-1902.",Zola,1876,roman,prose,"In Roug.-Macq., Ed. A. Lanoux, H. Mitterand, T.2. Paris, Gallimard, 1961.",,,,1961,1876,,,,,M,,,TLF,TLF.1241.tei,893330,1003
L'assomoir,"Zola, Emile, 1840-1902.",Zola,1877,roman,prose,"In Roug.-Macq., Ed. A. Lanoux, H. Mitterand, T.2. Paris, Gallimard, 1961.",,,,1961,1877,,,,,M,,,TLF,TLF.1245.tei,1095016,1009
